date,ticker,sentiment_score,positive_prob,negative_prob,neutral_prob,article_count,positive_count,negative_count,neutral_count,sentiment_std
2018-03-05,QQQ,-0.7061,0.0187,0.7249,0.2564,1,0,1,0,0.0
2018-03-05,SPY,-0.0588,0.2561,0.315,0.4289,15,2,5,8,0.565
2018-03-05,TLT,-0.7061,0.0187,0.7249,0.2564,1,0,1,0,0.0
2018-03-05,VNQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-05,XLE,-0.7061,0.0187,0.7249,0.2564,1,0,1,0,0.0
2018-03-05,XLF,-0.7061,0.0187,0.7249,0.2564,1,0,1,0,0.0
2018-03-05,XLK,-0.7061,0.0187,0.7249,0.2564,1,0,1,0,0.0
2018-03-05,XLP,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-05,XLU,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-05,XLV,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,EEM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,GLD,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,IWM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,QQQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,SPY,-0.4585,0.0955,0.554,0.3505,16,1,10,5,0.536
2018-03-06,TLT,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,VNQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,XLE,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,XLF,0.5662,0.7616,0.1954,0.043,1,1,0,0,0.0
2018-03-06,XLK,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,XLP,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,XLU,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-06,XLV,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,EEM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,GLD,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,IWM,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,QQQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,SPY,-0.0852,0.218,0.3031,0.4789,23,4,8,11,0.4824
2018-03-07,TLT,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,VNQ,0.0,0.0,0.0,1.0,0,0,0,0,0.0
2018-03-07,XLE,0.0,0.0,0.0,1.0,0,0,0,0,0.0
